address,website,email,headMasterName,respName,estdYear,boardSec,boardHighSec,boardSecName,boardHighSecName,recogYearPri,recogYearUpr,recogYearSec,recogYearHsec,cwsnSchYn,cwsnSchYnDesc,shiftSchYn,shiftSchYnDesc,resiSchYn,resiSchDesc,resiSchTypeName,resiSchTypeId,schPhone,mediumOfInstrName1,mediumOfInstrName2,mediumOfInstrName3,mediumOfInstrName4,mediumOfInstrId1,mediumOfInstrId2,mediumOfInstrId3,mediumOfInstrId4,minorityYn,minorityYnDesc,anganwadiYn,anganwadiYnDesc,anganwadiStuB,anganwadiStuG,anganwadiTchTrained,cceYn,cceYnDesc,instructionalDays,noInspect,noVisitCrc,noVisitBrc,noVisitDis,smcYn,smcYnDesc,smdcYn,smdcYnDesc,approachRoadYnDesc,smdcSmcSameYnDesc,txtbkPriYnDesc,txtbkUprYnDesc,txtbkSecYnDesc,txtbkHsecYnDesc,spltrgYnDesc,suppMatRecdYnDesc,approachRoadYn,ppSecYN,ppSecDesc,schoolId,yearId,yearDesc,stateId,districtId,districtName,blockId,blockName,schoolName
thikabassti thakurganj kishanganj,,npsthikabasti@gmail.com,FARUQUE AZAM,FARUQUE AZAM,2010,0,0,NA,NA,2010,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,220,2,5,4,1,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2463002,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS THIKABASTI
NAIYA HAT PO SONTHA KOCHADHAMAN,,,Md Asadullah,Md Asadullah,1949,2,2,2-State Board,2-State Board,1949,1956,1961,1963,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,240,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2477586,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADRASA RAHAMANIA NAYIHAT SONTHA
birangachh thakurganj kishanganj,,,JAYANT KUMAR,JAYANT KUMAR,2006,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,220,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2452726,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS BIRANGACHH
Vill- Masjidghar Bagalbari,,bpskishanganj@gmail.com,RAZI ANWER,RAZI ANWER,2017,0,0,NA,NA,2022,2022,,,2,2-No,2,2-No,2,2-Partially Residential,3-Private,3,,19-English,NA,NA,NA,19,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,250,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2499155,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,BASE PUBLIC SCHOOL
MADARSA DARUL ULUM KATHALIYA PORLABARI,,,AKHTAR ALAM,AKHTAR ALAM,1945,0,0,NA,NA,1965,1965,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,4-Hindi,19-English,NA,18,4,19,0,2,2-No,9,NA,0,0,9,2,2-No,1,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2445411,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA DARUL ULUM KATHALIYA PORLABARI
,,,,,2014,2,2,2-State Board,2-State Board,,,,,2,2-No,2,2-No,1,1-Completely Residential,1-Ashram (Gov.),1,,4-Hindi,NA,NA,NA,4,0,0,0,9,NA,9,NA,0,0,9,2,2-No,1,0,0,0,0,9,NA,2,2-No,2-No,,,,,,,,2,9,NA,2502068,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,UCHH MADHYAMIK VIDYALAY PANISAL
NPS THOAPARA KHAJURBARI,,,SHYAM DEO SINGH,shyam deo singh,2014,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,240,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2477418,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,NPS THOAPARA
BAHADURGANJ  JAGIR BANGAWA ,,,ABDUL HAKIM,ABDUL HAKIM,1961,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,1,1-Yes,250,0,0,0,0,9,NA,9,NA,2-No,,,,,,,,2,2,2-No,2479234,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADRASA RAHAMNIA KHARSEL CHIKABARI (NAWAB)
AT-Birenguri Po-Kharudah Block-Thakurganj Dist-Kishanganj,,kumariranjanakne0123@gmail.com,RANJANA KUMARI,RANJANA KUMARI,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,245,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2429094,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS BIRENGURI MADARIDANGA
BAHADURGANJ HARI BAHASAH ,,,MD SAFIL UDDIN,MD SAFIL UDDIN,1977,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,243,0,0,0,0,9,NA,9,NA,2-No,,,,,,,,2,2,2-No,2401827,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADARSA EFADAL MUSLEMIN RUPNI
PATESARI THAKURGANJ KISHANGANJ BIHAR,,,RANJIT KUMAR ,RANJIT KUMAR RANJAN,2021,2,2,2-State Board,2-State Board,,,2021,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,9,NA,9,NA,0,0,9,2,2-No,241,0,0,0,0,9,NA,2,2-No,1-Yes,,,,,,,,1,9,NA,2498291,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,"UCHH MADHYAMIK VIDYALAY, PATESARI"
Birnabari thakurganj kishanganj,,npsbirnabari@gmail.com,FARID AHMAD,FARID AHAMD,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,245,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2450312,10,2023-24,110,2008,KISHANGANJ,20098,THAKURGANJ,NPS BIRNABARI
AT-THITHIPAKAR PS-KOCHADHAMAN ,,,Ruhi Raza,Ruhi Raza,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,250,0,0,0,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2489642,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS THUTHIPAKAR
at-bishanpur po-bishanpur kochadhaman,,,MD NAUSHAD AHMAD,MD NAUSHAD AHMAD,1954,2,2,2-State Board,2-State Board,,,1980,2012,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,235,0,0,0,0,9,NA,2,2-No,1-Yes,,,,,,,,1,9,NA,2477007,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,"+2HIGH SCHOOL , BISHANPUR"
"BETHEL MISSION SCHOOL, FULWARI RAOD UTTARPALI, KISHANGANJ - 855107 (BIHAR)",www.bethelschoolkishanganj.com,bestbihar77@gmail.com,A KAVITHA JULIANA,Digendra Kumar Singh,1998,1,1,1-CBSE,1-CBSE,2013,2013,2013,2016,2,2-No,2,2-No,2,2-Partially Residential,3-Private,3,,19-English,NA,NA,NA,19,0,0,0,1,1-Yes,9,NA,0,0,9,2,2-No,250,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2428123,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,BETHEL MISSION SCHOOL
at-handibhasa po- kochadhaman ,,,Md Nadir Alam,Md Nadir Alam,1933,0,0,NA,NA,1933,1958,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,2,2-No,250,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2480663,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,MADARSA EMADUL ISLAM HANDIBHASA
MADRASA RAHATUL MUSLEMIN MOTIHARA TALUKA,,10082112201@gmail.com,MD MANZAR IMAM NOORI,MD MANZAR IMAM NOORI,1977,0,0,NA,NA,1977,1977,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,4-Hindi,19-English,NA,18,4,19,0,2,2-No,9,NA,0,0,9,2,2-No,1,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2445412,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,MADRASA RAHATUL MUSLEMIN
,,girlsmiddleschoolpichhla@gmail.com,MD SHAH FARID ALAM,MD SHAH FARID ALAM,2014,2,2,2-State Board,2-State Board,,,,,2,2-No,2,2-No,1,1-Completely Residential,1-Ashram (Gov.),1,,4-Hindi,NA,NA,NA,4,0,0,0,9,NA,9,NA,0,0,9,2,2-No,1,0,0,0,0,9,NA,2,2-No,2-No,,,,,,,,2,9,NA,2501982,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,UCHH MADHYAMIK VIDYALAY PICHHLA
BAHADURAGANJ BANGAMA BILASI ,,,MD SALIM ANWAR,MD SALIM ANWAR,1961,0,0,NA,NA,1961,1961,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,250,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2411697,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,MADRASA RAHMANIANAWAB JAGIR BANGAWAN
BIRPUIR NAZIR TOLA BAHADURGANJ,,,MD TOUQUER ALAM,MD TOUQUER ALAM,2010,0,0,NA,NA,2010,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2447049,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS BIRPUR MASTER NAZIR TOLA
BRIGHT CAREER PUBLIC SCHOOL AT- KHAGRA P.O KISHANGANJ,,taufiqrahmanr65@gmail.com,MD TAUFIQUR RAHMAN,MD TAUFIQUR RAHMAN,2008,0,0,NA,NA,2008,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,19-English,4-Hindi,18-Urdu,NA,19,4,18,0,2,2-No,9,NA,0,0,9,2,2-No,250,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,1,1-Yes,2431948,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,BRIGHT CAREER PUBLIC SCHOOL
MADARSA FAIJE MOJIB KHANKAH MOHAMADPUR,,,KHALID HUSSAIN,KHALID HUSSAIN,1980,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,4-Hindi,19-English,NA,18,4,19,0,2,2-No,9,NA,0,0,9,2,2-No,1,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2473403,10,2023-24,110,2008,KISHANGANJ,20095,KISHANGANJ,MADARSA FAIJE MOJIB KHANKAH MOHAMADPUR
"Upgraded High School, Palasmani, Bahadurganj, Kishanganj",,,MD NASEH KAMRAN,MD NASEH KAMRAN,2020,2,2,2-State Board,2-State Board,,,2020,2020,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,9,NA,9,NA,0,0,9,1,1-Yes,250,30,7,5,0,9,NA,1,1-Yes,2-No,,,,,,,,2,9,NA,2498269,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,"UCHH MADHYAMIK VIDYALAY, PLASMANI"
"At-Lohagara,Panchayat-Lohagara,Block-Dighalbank,District-Kishanganj,Bihar,855101",,mrklohagara1972@gmail.com,MD SULEMAN,MD SULEMAN,1972,0,0,NA,NA,1972,1987,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,2,2-No,244,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2456535,10,2023-24,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADRASA  REYAZUL ULOOM  KATHALIA LOHAGARA
BAHADURGANJ MANDAL TOLA DOHAR ,,,MD MURSHIL AHMAD,MD MURSHIL AHMAD,2010,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2490358,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS TIHAKU TOLA MAHADEVDIGHI
AT-BIRWACHURAKUTTI PATKIOAHAT ,,,SHAKILA BANO,SHAKILA  BANO,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,20,2,18,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2421202,10,2023-24,110,2008,KISHANGANJ,20101,KOCHADHAMAN,NPS BIRUWA CHURA KUTTI
BAHADURGANJ MAHESBATHNA ,,,PRAMOD KUMAR MANJHI,PRAMOD KUMAR MANJHI,2007,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,250,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2476848,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,NPS TOUFIR JHINGAKATTA
altabari bahadurganj,,rahatnadimkausar@gmail.com,RAHAT NADEEM,RAHAT NADEEM,2012,0,0,NA,NA,,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,9,NA,0,0,9,1,1-Yes,250,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2409786,10,2023-24,110,2008,KISHANGANJ,20100,BAHADURGANJ,BRILIANT PUBLIC SCHOOL
"VILL-KHAJUR BARI, POST-HAWAKOL, BLOCK-TERHAGACHH,",,md.abunasar.066@gmail.com,MD ABUNSAR ,MD ABUNASAR,2015,0,0,NA,NA,2015,2015,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,2,2-No,242,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2460450,10,2023-24,110,2008,KISHANGANJ,20096,TERHA GACHH,MADARSA FAIJUL ULOOM HAWAKOL KHURD
,,UHSRAIPUR@GMAIL.COM,MAHBOOB ALAM,MAHBOOB ALAM,2012,2,2,2-State Board,2-State Board,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,9,NA,9,NA,0,0,9,2,2-No,242,0,0,0,0,9,NA,2,2-No,2-No,,,,,,,,2,9,NA,2502274,10,2023-24,110,2008,KISHANGANJ,20097,POTHIA,UCHH MADHYAMIK VIDYALAY RAI PUR
VILL-CHANAMANA PO-CHANAMANA PS-POTHIA DIST-KISHANGANJ,,umschanamana@gmail.com,SATIS MANDAL,SATIS MANDAL,1978,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,316535,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,0,48,0,48,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2433621,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,UMS  CHANA MANA
"At-Ekra kumhia,Panchayat-Ekra,Block-Dighalbank,District-Kishanganj,Bihar,855101",,psmandirtolakumhiya@gmail.com,MD RAJEEB UDDIN,MD RAJEEB UDDIN,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,244,55,0,55,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2446157,11,2024-25,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS MANDIR TOLA KUMHIYA
pateshwari thakurganj kishanganj,,pskathaldangitkg@gmail.com,ABDUL MATIN QUADRI,ABDUL MATIN QUADRI,1971,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,248,15,10,40,1,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2406683,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,PS KATHAL DANGI
MADRASA SAIFUL ULOOM TENGERMARI ,,,MD ZAFAR EHSAN,MD ZAFAR EHSAN,1959,0,0,NA,NA,1962,1984,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2475722,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,MADRASA SAIFUL ULOOM TENGERMARI
"At-Ekra,Panchayat-Ekra,Po-Lohagara,Block-Dighalbank,District-Kishanganj,Bihar,855101",,umschahatpur@gmail.com,MD ATHAR AZAM,MD ATHAR AZAM,1964,0,0,NA,NA,1964,2010,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,244,55,0,55,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2436911,11,2024-25,110,2008,KISHANGANJ,20099,DIGHAL BANK,UMS CHAHATPUR
"At-Gauripur,Panchayat-Singhimari,Block-Dighalbank,District-Kishanganj,Bihar,855101",,psmanegartola10082509102@gmail.com,MD GULPERWAIZ,MD GULPERWAIZ,2007,0,0,NA,NA,2007,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,244,55,0,55,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2447213,11,2024-25,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS MANAGER TOLA SINGHIMARI
"At-Kanta Tarabari,Panchayat-Tarabari Padampur,Block-Dighalbank,District-Kishanganj,Bihar,855101",,pskantatappu@gmail.com,ABDUL AHAD,ABDUL AHAD,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,244,55,0,55,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2488380,11,2024-25,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS KATA TAPPU
"Village/Panchayat/Po - Padampur, Ps- Dighalbank,District-Kishanganj,Bihar,855108",,,SHAHEEN TABASSUM,SHAHEEN TABASSUM,1987,0,0,NA,NA,1987,1987,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,244,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2495267,11,2024-25,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADRASA SADAQUATUL BANAT
VILL-BUDHRA PO-POTHIA DIST-KISHANGANJ,,,ABDUL HAKIM,ABDUL HAKIM,1976,0,0,NA,NA,,1987,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2493539,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,MADRASA SAIYADUL MADARIS DHANTOLA & JAGDUBA
"AT- KATHMOHAN, P.O- BELWA KISHANGANJ",,,ABDUL HAQUE,ABDUL HAQUE,2010,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,18-Urdu,19-English,NA,4,18,19,0,2,2-No,2,2-No,0,0,9,2,2-No,0,10,10,5,5,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2455045,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,PS KATHMOHAN
"At-Mandir Tola,Panchayat-Singhimari,Block-Dighalbank,District-Kishanganj,Bihar,855101",,p.smandirtolapalsa@gmail.com,KUMUD RANJAN SINGH,KUMUD RANJAN SINGH,2006,0,0,NA,NA,2006,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,244,55,0,55,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2466585,11,2024-25,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS MANDIR TOLA PALSA
chandpatwa saraikuri thakurganj kishanganj,,RIZ06078@GMAIL.COM,RIZWAN AHMAD,RIZWAN AHMAD,2007,0,0,NA,NA,2007,2014,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,248,12,25,35,1,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2409222,11,2024-25,110,2008,KISHANGANJ,20098,THAKURGANJ,U.M.S.CHANDPATWA
"At-Talbari,Panchayat-Karuamani,Block-Dighalbank,District-Kishanganj,Bihar,855108",,madrasashahadatulislam1964@gmail.com,MD HABIBUR RAHMAN,MD HABIBUR RAHMAN,1962,0,0,NA,NA,1964,1964,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,1,1-Yes,9,NA,0,0,9,1,1-Yes,244,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2487336,11,2024-25,110,2008,KISHANGANJ,20099,DIGHAL BANK,MADRASA SHAHADATUL ISLAM TALBARI
BAHADURGANJ MANDAL TOLA DOHAR ,,,MD HABIBUR RAHMAN,MD HABIBUR RAHMAN,1948,0,0,NA,NA,,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,0,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2490360,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,PS KAZI BASTI DOHAR
"At-Kanchanbri Lohagara,Pnchayat-Lohagara,Block-Dighalbank,District-Kishanganj,Bihar,855101",,psmaryamsamititola@gmail.com,ABDUL AHAD,ABDUL AHAD,2009,0,0,NA,NA,2009,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,244,55,0,55,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2443967,11,2024-25,110,2008,KISHANGANJ,20099,DIGHAL BANK,PS MARIYAM SAMITI TOLA
BAHADURGNJ CHANDWAR HAT ,,,MAHESH PRASAD SINGH,MAHESH PRASAD SINGH,1965,0,0,NA,NA,1965,2006,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,0,0,0,0,0,2,2-No,9,NA,1-Yes,,,,,,,,1,2,2-No,2440337,11,2024-25,110,2008,KISHANGANJ,20100,BAHADURGANJ,UMS CHANDWAR HAT
AT- KHIRDAH WARD NO 20 KISHANGANJ,,takmilululoomrashidia@gmail.com,MD AMIL MAZHARI ,MD ABUL HUSSAIN,1970,2,0,2-State Board,NA,1973,,1987,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,4-Hindi,19-English,NA,18,4,19,0,2,2-No,9,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2431901,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,MADRASA TAKMILUL ULOOM RASHIDIA KHIRDAH
AT-KESHOJHARA PO-RAIPUR PS-PAHARKATTA DIST-KISHANGANJ,,,MD MASRUR ALAM,MD MASRUR ALAM,2007,0,0,NA,NA,,,,,2,2-No,1,1-Yes,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,0,33,0,33,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2418367,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,PS  KESHO JHARA
VILL-MECHHABARI PO-CHHATTARGACHH PS-POTHIA DIST-KISHANGANJ,,,MD QUMRUZZAMAN,MD QUMRUZZAMAN,2000,0,0,NA,NA,2000,,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,2,2-No,0,48,0,48,0,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2465326,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,PS  MECHHA  BARI  (BEP)
"AT-CHHATTARGACHH PO,PS-PAHARKATTA DIST-KISHANGANJ",,,ABDUL BAQUI,ABDUL BAQUI,1990,0,0,NA,NA,1990,2012,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,4-Hindi,NA,NA,NA,4,0,0,0,2,2-No,2,2-No,0,0,9,1,1-Yes,0,47,0,47,5,1,1-Yes,9,NA,1-Yes,,,,,,,,1,2,2-No,2451710,11,2024-25,110,2008,KISHANGANJ,20097,POTHIA,UMS  CHATTAR GACHH  KANYA
"WARD NO- 6, CHAKLA GHAT,P.O CHAKLA KISHANGANJ",,madrasatalimulislam432@gmail.com,ABUL FAZAL,ABUL FAZAL,1956,0,0,NA,NA,1966,1966,,,2,2-No,2,2-No,3,3-Non Residential,NA,0,,18-Urdu,NA,NA,NA,18,0,0,0,2,2-No,9,NA,0,0,9,2,2-No,0,0,0,0,0,9,NA,9,NA,1-Yes,,,,,,,,1,2,2-No,2458700,11,2024-25,110,2008,KISHANGANJ,20095,KISHANGANJ,MADRASA TALIMUL ISLAM CHAKLA
